query	clarifying_question
Tell me about the pacific northwest laboratory.	are you looking for any specific facilities
Tell me about the pacific northwest laboratory.	are you looking for jobs in richland
Tell me about the pacific northwest laboratory.	are you looking for lab jobs
Tell me about the pacific northwest laboratory.	are you looking for research papers
Tell me about the pacific northwest laboratory.	are you referring to the lab in seattle
Tell me about the pacific northwest laboratory.	are you referring to the specific company
Tell me about the pacific northwest laboratory.	do you need any specific information about pnl
Tell me about the pacific northwest laboratory.	are you looking for a specific representative in relation to the company
Tell me about the pacific northwest laboratory.	do you need information on employment opportunities
Tell me about the pacific northwest laboratory.	do you need stock price values for the company
Tell me about the pacific northwest laboratory.	do you need the address or location for the company
Tell me about the pacific northwest laboratory.	do you seek further information on lab breeders
Tell me about the pacific northwest laboratory.	is there a specific representative that you need contact information for
Tell me about the pacific northwest laboratory.	is there any specific information that you would like to know about employment requirements at pnl
Tell me about the pacific northwest laboratory.	are you looking for a specific web site
Tell me about the pacific northwest laboratory.	are you looking for any specific facilities
Tell me about the pacific northwest laboratory.	are you looking for jobs in richland
Tell me about the pacific northwest laboratory.	are you looking for lab jobs
Tell me about the pacific northwest laboratory.	are you looking for research papers
Tell me about the pacific northwest laboratory.	are you referring to the lab in seattle
Tell me about the pacific northwest laboratory.	are you referring to the specific company
Tell me about the pacific northwest laboratory.	do you need any specific information about pnl
Tell me about the pacific northwest laboratory.	are you looking for a specific representative in relation to the company
Tell me about the pacific northwest laboratory.	do you need information on employment opportunities
Tell me about the pacific northwest laboratory.	do you need stock price values for the company
Tell me about the pacific northwest laboratory.	do you need the address or location for the company
Tell me about the pacific northwest laboratory.	do you seek further information on lab breeders
Tell me about the pacific northwest laboratory.	is there a specific representative that you need contact information for
Tell me about the pacific northwest laboratory.	is there any specific information that you would like to know about employment requirements at pnl
Tell me about the pacific northwest laboratory.	are you looking for a specific web site
Tell me about the pacific northwest laboratory.	are you looking for any specific facilities
Tell me about the pacific northwest laboratory.	are you looking for jobs in richland
Tell me about the pacific northwest laboratory.	are you looking for lab jobs
Tell me about the pacific northwest laboratory.	are you looking for research papers
Tell me about the pacific northwest laboratory.	are you referring to the lab in seattle
Tell me about the pacific northwest laboratory.	are you referring to the specific company
Tell me about the pacific northwest laboratory.	do you need any specific information about pnl
Tell me about the pacific northwest laboratory.	are you looking for a specific representative in relation to the company
Tell me about the pacific northwest laboratory.	do you need information on employment opportunities
Tell me about the pacific northwest laboratory.	do you need stock price values for the company
Tell me about the pacific northwest laboratory.	do you need the address or location for the company
Tell me about the pacific northwest laboratory.	do you seek further information on lab breeders
Tell me about the pacific northwest laboratory.	is there a specific representative that you need contact information for
Tell me about the pacific northwest laboratory.	is there any specific information that you would like to know about employment requirements at pnl
